mmsi,vessel_name,timestamp_utc_plus8,latitude,longitude,sog_knots,cog_deg,heading_deg,nav_status,position_accuracy,synthetic_track_id,behavior_class,data_source,case_reference,ais_window,reference_vessel,provenance_note
413000105,SYNTH_TANKER_05,2021-10-09T14:00:59+08:00,24.147233,120.391985,11.1,280.18,282.24,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T11:41:00+08:00,24.096993,120.362124,9.02,320.96,321.89,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T12:51:01+08:00,24.268969,120.206976,7.79,157.4,158.4,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T14:01:01+08:00,24.306774,120.50008,13.72,233.98,230.39,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T15:11:01+08:00,24.220472,120.335501,9.2,222.8,221.25,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T14:31:00+08:00,24.263458,120.208734,7.8,160.06,158.15,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T16:41:01+08:00,24.256346,120.211107,7.68,161.13,159.94,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T13:21:01+08:00,24.026489,120.088995,14.3,66.7,66.35,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T11:10:59+08:00,24.015911,120.076014,14.07,71.5,74.71,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T14:11:01+08:00,24.306599,120.499881,13.55,232.36,231.16,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T14:20:59+08:00,24.223407,120.339349,9.19,221.71,220.52,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T16:21:00+08:00,24.041286,120.107026,14.47,72.84,74.67,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T11:01:00+08:00,24.275055,120.205014,8.12,159.95,157.0,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T17:11:01+08:00,24.045398,120.112,14.28,69.6,71.34,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T17:41:00+08:00,24.114222,120.336216,8.85,322.3,326.49,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T13:41:01+08:00,24.115375,120.181934,10.21,59.93,61.42,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T17:11:00+08:00,24.213628,120.326176,8.77,225.95,227.26,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T15:40:59+08:00,24.259572,120.210071,8.2,162.57,163.32,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T13:31:00+08:00,24.102235,120.354208,8.58,318.67,318.73,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T11:01:00+08:00,24.094984,120.225002,12.34,41.4,39.05,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T13:21:00+08:00,24.101703,120.354893,8.78,316.84,315.32,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T12:00:59+08:00,24.099305,120.229856,12.29,43.46,42.2,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T11:21:00+08:00,24.145192,120.40358,10.69,286.53,285.8,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T14:40:59+08:00,24.110852,120.242957,12.14,37.19,37.03,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T12:01:00+08:00,24.23151,120.350331,8.44,223.56,223.04,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T17:50:59+08:00,24.150049,120.375448,11.2,299.84,298.66,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T17:01:00+08:00,24.044413,120.111016,14.54,72.23,72.79,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T15:41:00+08:00,24.148447,120.384933,10.8,305.53,307.87,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T15:31:01+08:00,24.260231,120.209837,7.95,162.37,162.38,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T12:11:00+08:00,24.10007,120.230717,12.35,44.7,42.5,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T13:51:01+08:00,24.225163,120.341807,9.31,222.39,222.42,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T15:31:01+08:00,24.114394,120.247149,12.51,41.75,41.04,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T11:21:00+08:00,24.096377,120.226719,12.39,44.29,43.61,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T15:41:00+08:00,24.218786,120.333162,8.98,226.54,226.24,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T17:31:01+08:00,24.302972,120.49454,13.71,236.26,235.54,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T15:50:59+08:00,24.304841,120.497213,13.09,238.45,238.06,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T14:31:00+08:00,24.222784,120.33865,9.18,223.09,222.59,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T12:01:00+08:00,24.109082,120.17147,11.16,61.79,62.18,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T11:31:01+08:00,24.309459,120.504257,13.12,236.3,235.67,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T17:31:00+08:00,24.149648,120.376873,11.21,302.96,304.84,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T16:01:00+08:00,24.123094,120.1958,10.91,56.98,59.2,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T16:11:00+08:00,24.148732,120.382703,11.0,305.47,305.84,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T14:21:00+08:00,24.263993,120.208616,7.62,159.64,161.53,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T13:41:01+08:00,24.266261,120.207952,7.56,157.36,161.72,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T12:51:00+08:00,24.112389,120.176794,10.79,58.62,58.86,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T15:01:00+08:00,24.147872,120.387766,10.71,284.71,283.32,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T16:01:00+08:00,24.039642,120.104937,14.57,72.63,71.81,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T15:01:00+08:00,24.305688,120.498521,13.12,232.45,232.27,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T17:31:01+08:00,24.113695,120.336902,8.85,322.43,320.8,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T11:30:59+08:00,24.273344,120.205569,8.07,162.36,163.69,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T16:51:01+08:00,24.255732,120.211264,7.69,160.46,157.16,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T17:31:00+08:00,24.047024,120.114039,14.13,69.11,68.53,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T14:20:59+08:00,24.306428,120.49965,13.49,234.46,231.89,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T15:21:00+08:00,24.036323,120.100983,14.2,71.28,71.94,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T12:40:59+08:00,24.308225,120.502228,13.4,235.75,239.6,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T18:01:00+08:00,24.210568,120.322292,9.29,222.73,221.61,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T17:31:00+08:00,24.212377,120.324553,8.87,226.82,230.35,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T12:51:01+08:00,24.100279,120.356989,8.61,320.23,321.35,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T14:51:00+08:00,24.221562,120.337005,9.04,223.48,223.31,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T16:01:00+08:00,24.148599,120.383443,11.05,305.42,309.62,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T11:41:00+08:00,24.272862,120.205698,8.2,160.38,160.41,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T13:50:59+08:00,24.115881,120.183027,10.33,56.54,54.53,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T16:21:00+08:00,24.257329,120.210657,7.81,160.37,159.42,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T17:01:00+08:00,24.303502,120.495265,13.33,237.95,241.32,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000104,SYNTH_CARGO_04,2021-10-09T17:51:01+08:00,24.302655,120.493996,13.69,233.03,234.19,under_way_using_engine,high,SYN-05,far,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T15:21:00+08:00,24.120826,120.191883,10.69,56.61,56.57,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000107,SYNTH_CARGO_07,2021-10-09T14:41:00+08:00,24.262833,120.208936,7.67,161.66,161.71,under_way_using_engine,high,SYN-08,wrong_heading,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T11:50:59+08:00,24.098569,120.229092,12.3,45.41,44.87,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T17:21:00+08:00,24.128124,120.203764,10.42,59.8,58.02,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T14:41:00+08:00,24.033053,120.096946,13.97,69.88,68.55,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000105,SYNTH_TANKER_05,2021-10-09T13:01:00+08:00,24.14642,120.39631,11.57,282.23,280.76,under_way_using_engine,high,SYN-06,cross_track,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
412065000,TAIHANG118,2021-10-09T12:11:00+08:00,24.109837,120.17258,10.95,59.69,57.4,under_way_using_engine,high,SYN-01,toward_spill_then_pass,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T11:31:00+08:00,24.23319,120.352746,8.75,227.94,228.08,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T14:20:59+08:00,24.109432,120.241382,11.9,38.43,37.37,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T11:10:59+08:00,24.095501,120.364269,9.28,320.74,321.23,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000106,SYNTH_CONTAINER_06,2021-10-09T14:11:00+08:00,24.030569,120.093986,13.84,70.41,67.61,under_way_using_engine,high,SYN-07,approaches_late,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000102,SYNTH_CARGO_02,2021-10-09T14:00:59+08:00,24.103662,120.352131,9.21,317.27,314.94,under_way_using_engine,high,SYN-03,parallel,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000103,SYNTH_TUG_03,2021-10-09T13:30:59+08:00,24.226292,120.343351,8.99,220.91,225.23,under_way_using_engine,high,SYN-04,moving_away,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
413000101,SYNTH_TANKER_01,2021-10-09T13:50:59+08:00,24.107225,120.238962,11.89,40.98,39.26,under_way_using_engine,high,SYN-02,nearby_wrong_timing,SYNTHETIC,Taichung Port / Sentinel-1 / 2021-10-09,2021-10-09 11:01–18:01 UTC+8,TAIHANG118 / MMSI 412065000,Synthetic AIS for MVP demonstration; not historical AIS.
